"Description: ","Monthly number of days when TM >= 10 °C"
"Station: ","sydney"
"Latitude: ","0"
"Longitude: ","0"
"Base period: ","1971 - 2000"
"ClimPACT_version: ","2.0.0"
"Date_of_calculation: ","2017-11-08"
time, tmge10, normalised (all years)
1960-08, 29, -1.11400924544199
1960-09, 30, -0.176873397741228
1960-10, 31, 0.760262449959536
1960-11, 30, -0.176873397741228
1960-12, 31, 0.760262449959536
1961-01, 31, 0.760262449959536
1961-02, 28, -2.05114509314275
1961-03, 31, 0.760262449959536
1961-04, 30, -0.176873397741228
1961-05, 31, 0.760262449959536
1961-06, 30, -0.176873397741228
1961-07, 29, -1.11400924544199
1961-08, 29, -1.11400924544199
1961-09, 30, -0.176873397741228
1961-10, 31, 0.760262449959536
1961-11, 30, -0.176873397741228
1961-12, 31, 0.760262449959536
1962-01, 31, 0.760262449959536
1962-02, 28, -2.05114509314275
1962-03, 31, 0.760262449959536
1962-04, 30, -0.176873397741228
1962-05, 31, 0.760262449959536
1962-06, 30, -0.176873397741228
1962-07, 30, -0.176873397741228
1962-08, 30, -0.176873397741228
1962-09, 30, -0.176873397741228
1962-10, 31, 0.760262449959536
1962-11, 30, -0.176873397741228
1962-12, 31, 0.760262449959536
1963-01, 31, 0.760262449959536
1963-02, 28, -2.05114509314275
1963-03, 31, 0.760262449959536
1963-04, 30, -0.176873397741228
1963-05, 31, 0.760262449959536
1963-06, 30, -0.176873397741228
1963-07, 31, 0.760262449959536
1963-08, 29, -1.11400924544199
1963-09, 30, -0.176873397741228
1963-10, 31, 0.760262449959536
1963-11, 30, -0.176873397741228
1963-12, 31, 0.760262449959536
1964-01, 31, 0.760262449959536
1964-02, 29, -1.11400924544199
1964-03, 31, 0.760262449959536
1964-04, 30, -0.176873397741228
1964-05, 31, 0.760262449959536
1964-06, 30, -0.176873397741228
1964-07, 30, -0.176873397741228
1964-08, 31, 0.760262449959536
1964-09, 30, -0.176873397741228
1964-10, 31, 0.760262449959536
1964-11, 30, -0.176873397741228
1964-12, 31, 0.760262449959536
1965-01, 31, 0.760262449959536
1965-02, 28, -2.05114509314275
1965-03, 31, 0.760262449959536
1965-04, 30, -0.176873397741228
1965-05, 31, 0.760262449959536
1965-06, 29, -1.11400924544199
1965-07, 28, -2.05114509314275
1965-08, 30, -0.176873397741228
1965-09, 30, -0.176873397741228
1965-10, 30, -0.176873397741228
1965-11, 30, -0.176873397741228
1965-12, 31, 0.760262449959536
1966-01, 31, 0.760262449959536
1966-02, 27, -2.98828094084352
1966-03, 31, 0.760262449959536
1966-04, 30, -0.176873397741228
1966-05, 31, 0.760262449959536
1966-06, 30, -0.176873397741228
1966-07, 29, -1.11400924544199
1966-08, 31, 0.760262449959536
1966-09, 30, -0.176873397741228
1966-10, 31, 0.760262449959536
1966-11, 30, -0.176873397741228
1966-12, 31, 0.760262449959536
1967-01, 31, 0.760262449959536
1967-02, 27, -2.98828094084352
1967-03, 30, -0.176873397741228
1967-04, 30, -0.176873397741228
1967-05, 31, 0.760262449959536
1967-06, 30, -0.176873397741228
1967-07, 31, 0.760262449959536
1967-08, 31, 0.760262449959536
1967-09, 30, -0.176873397741228
1967-10, 31, 0.760262449959536
1967-11, 30, -0.176873397741228
1967-12, 31, 0.760262449959536
1968-01, 31, 0.760262449959536
1968-02, 29, -1.11400924544199
1968-03, 31, 0.760262449959536
1968-04, 30, -0.176873397741228
1968-05, 30, -0.176873397741228
1968-06, 30, -0.176873397741228
1968-07, 27, -2.98828094084352
1968-08, 31, 0.760262449959536
1968-09, 30, -0.176873397741228
1968-10, 31, 0.760262449959536
1968-11, 30, -0.176873397741228
1968-12, 31, 0.760262449959536
1969-01, 31, 0.760262449959536
1969-02, 28, -2.05114509314275
1969-03, 31, 0.760262449959536
1969-04, 30, -0.176873397741228
1969-05, 31, 0.760262449959536
1969-06, 30, -0.176873397741228
1969-07, 30, -0.176873397741228
1969-08, 31, 0.760262449959536
1969-09, 30, -0.176873397741228
1969-10, 31, 0.760262449959536
1969-11, 30, -0.176873397741228
1969-12, 31, 0.760262449959536
1970-01, 30, -0.176873397741228
1970-02, 28, -2.05114509314275
1970-03, 31, 0.760262449959536
1970-04, 30, -0.176873397741228
1970-05, 31, 0.760262449959536
1970-06, 30, -0.176873397741228
1970-07, 31, 0.760262449959536
1970-08, 29, -1.11400924544199
1970-09, 30, -0.176873397741228
1970-10, 31, 0.760262449959536
1970-11, 30, -0.176873397741228
1970-12, 31, 0.760262449959536
1971-01, 30, -0.176873397741228
1971-02, 28, -2.05114509314275
1971-03, 31, 0.760262449959536
1971-04, 30, -0.176873397741228
1971-05, 31, 0.760262449959536
1971-06, 30, -0.176873397741228
1971-07, 28, -2.05114509314275
1971-08, 31, 0.760262449959536
1971-09, 30, -0.176873397741228
1971-10, 31, 0.760262449959536
1971-11, 30, -0.176873397741228
1971-12, 31, 0.760262449959536
1972-01, 30, -0.176873397741228
1972-02, 29, -1.11400924544199
1972-03, 31, 0.760262449959536
1972-04, 30, -0.176873397741228
1972-05, 31, 0.760262449959536
1972-06, 30, -0.176873397741228
1972-07, 30, -0.176873397741228
1972-08, 31, 0.760262449959536
1972-09, 30, -0.176873397741228
1972-10, 31, 0.760262449959536
1972-11, 30, -0.176873397741228
1972-12, 31, 0.760262449959536
1973-01, 31, 0.760262449959536
1973-02, 28, -2.05114509314275
1973-03, 31, 0.760262449959536
1973-04, 30, -0.176873397741228
1973-05, 31, 0.760262449959536
1973-06, 30, -0.176873397741228
1973-07, 31, 0.760262449959536
1973-08, 29, -1.11400924544199
1973-09, 30, -0.176873397741228
1973-10, 30, -0.176873397741228
1973-11, 30, -0.176873397741228
1973-12, 31, 0.760262449959536
1974-01, 30, -0.176873397741228
1974-02, 28, -2.05114509314275
1974-03, 31, 0.760262449959536
1974-04, 30, -0.176873397741228
1974-05, 31, 0.760262449959536
1974-06, 30, -0.176873397741228
1974-07, 31, 0.760262449959536
1974-08, 28, -2.05114509314275
1974-09, 30, -0.176873397741228
1974-10, 31, 0.760262449959536
1974-11, 30, -0.176873397741228
1974-12, 31, 0.760262449959536
1975-01, 31, 0.760262449959536
1975-02, 27, -2.98828094084352
1975-03, 31, 0.760262449959536
1975-04, 30, -0.176873397741228
1975-05, 31, 0.760262449959536
1975-06, 30, -0.176873397741228
1975-07, 31, 0.760262449959536
1975-08, 31, 0.760262449959536
1975-09, 30, -0.176873397741228
1975-10, 31, 0.760262449959536
1975-11, 30, -0.176873397741228
1975-12, 30, -0.176873397741228
1976-01, 31, 0.760262449959536
1976-02, 29, -1.11400924544199
1976-03, 31, 0.760262449959536
1976-04, 30, -0.176873397741228
1976-05, 31, 0.760262449959536
1976-06, 30, -0.176873397741228
1976-07, 31, 0.760262449959536
1976-08, 30, -0.176873397741228
1976-09, 30, -0.176873397741228
1976-10, 31, 0.760262449959536
1976-11, 30, -0.176873397741228
1976-12, 31, 0.760262449959536
1977-01, 31, 0.760262449959536
1977-02, 28, -2.05114509314275
1977-03, 31, 0.760262449959536
1977-04, 30, -0.176873397741228
1977-05, 31, 0.760262449959536
1977-06, 29, -1.11400924544199
1977-07, 30, -0.176873397741228
1977-08, 31, 0.760262449959536
1977-09, 30, -0.176873397741228
1977-10, 31, 0.760262449959536
1977-11, 30, -0.176873397741228
1977-12, 31, 0.760262449959536
1978-01, 31, 0.760262449959536
1978-02, 28, -2.05114509314275
1978-03, 31, 0.760262449959536
1978-04, 30, -0.176873397741228
1978-05, 31, 0.760262449959536
1978-06, 30, -0.176873397741228
1978-07, 29, -1.11400924544199
1978-08, 31, 0.760262449959536
1978-09, 30, -0.176873397741228
1978-10, 30, -0.176873397741228
1978-11, 30, -0.176873397741228
1978-12, 31, 0.760262449959536
1979-01, 31, 0.760262449959536
1979-02, 27, -2.98828094084352
1979-03, 31, 0.760262449959536
1979-04, 29, -1.11400924544199
1979-05, 31, 0.760262449959536
1979-06, 30, -0.176873397741228
1979-07, 31, 0.760262449959536
1979-08, 31, 0.760262449959536
1979-09, 30, -0.176873397741228
1979-10, 31, 0.760262449959536
1979-11, 30, -0.176873397741228
1979-12, 31, 0.760262449959536
1980-01, 31, 0.760262449959536
1980-02, 28, -2.05114509314275
1980-03, 31, 0.760262449959536
1980-04, 30, -0.176873397741228
1980-05, 31, 0.760262449959536
1980-06, 30, -0.176873397741228
1980-07, 29, -1.11400924544199
1980-08, 31, 0.760262449959536
1980-09, 30, -0.176873397741228
1980-10, 31, 0.760262449959536
1980-11, 30, -0.176873397741228
1980-12, 31, 0.760262449959536
1981-01, 31, 0.760262449959536
1981-02, 28, -2.05114509314275
1981-03, 31, 0.760262449959536
1981-04, 30, -0.176873397741228
1981-05, 30, -0.176873397741228
1981-06, 30, -0.176873397741228
1981-07, 29, -1.11400924544199
1981-08, 31, 0.760262449959536
1981-09, 30, -0.176873397741228
1981-10, 31, 0.760262449959536
1981-11, 30, -0.176873397741228
1981-12, 31, 0.760262449959536
1982-01, 31, 0.760262449959536
1982-02, 28, -2.05114509314275
1982-03, 31, 0.760262449959536
1982-04, 30, -0.176873397741228
1982-05, 31, 0.760262449959536
1982-06, 29, -1.11400924544199
1982-07, 27, -2.98828094084352
1982-08, 31, 0.760262449959536
1982-09, 30, -0.176873397741228
1982-10, 31, 0.760262449959536
1982-11, 30, -0.176873397741228
1982-12, 31, 0.760262449959536
1983-01, 30, -0.176873397741228
1983-02, 28, -2.05114509314275
1983-03, 31, 0.760262449959536
1983-04, 30, -0.176873397741228
1983-05, 31, 0.760262449959536
1983-06, 28, -2.05114509314275
1983-07, 30, -0.176873397741228
1983-08, 31, 0.760262449959536
1983-09, 30, -0.176873397741228
1983-10, 31, 0.760262449959536
1983-11, 30, -0.176873397741228
1983-12, 31, 0.760262449959536
1984-01, 30, -0.176873397741228
1984-02, 28, -2.05114509314275
1984-03, 31, 0.760262449959536
1984-04, 29, -1.11400924544199
1984-05, 30, -0.176873397741228
1984-06, 30, -0.176873397741228
1984-07, 29, -1.11400924544199
1984-08, 31, 0.760262449959536
1984-09, 30, -0.176873397741228
1984-10, 31, 0.760262449959536
1984-11, 30, -0.176873397741228
1984-12, 31, 0.760262449959536
1985-01, 31, 0.760262449959536
1985-02, 28, -2.05114509314275
1985-03, 31, 0.760262449959536
1985-04, 30, -0.176873397741228
1985-05, 31, 0.760262449959536
1985-06, 30, -0.176873397741228
1985-07, 30, -0.176873397741228
1985-08, 31, 0.760262449959536
1985-09, 30, -0.176873397741228
1985-10, 31, 0.760262449959536
1985-11, 30, -0.176873397741228
1985-12, 31, 0.760262449959536
1986-01, 31, 0.760262449959536
1986-02, 28, -2.05114509314275
1986-03, 31, 0.760262449959536
1986-04, 30, -0.176873397741228
1986-05, 31, 0.760262449959536
1986-06, 29, -1.11400924544199
1986-07, 27, -2.98828094084352
1986-08, 31, 0.760262449959536
1986-09, 29, -1.11400924544199
1986-10, 31, 0.760262449959536
1986-11, 29, -1.11400924544199
1986-12, 31, 0.760262449959536
1987-01, 31, 0.760262449959536
1987-02, 28, -2.05114509314275
1987-03, 30, -0.176873397741228
1987-04, 30, -0.176873397741228
1987-05, 31, 0.760262449959536
1987-06, 30, -0.176873397741228
1987-07, 30, -0.176873397741228
1987-08, 31, 0.760262449959536
1987-09, 30, -0.176873397741228
1987-10, 31, 0.760262449959536
1987-11, 30, -0.176873397741228
1987-12, 31, 0.760262449959536
1988-01, 31, 0.760262449959536
1988-02, 29, -1.11400924544199
1988-03, 31, 0.760262449959536
1988-04, 29, -1.11400924544199
1988-05, 31, 0.760262449959536
1988-06, 30, -0.176873397741228
1988-07, 31, 0.760262449959536
1988-08, 30, -0.176873397741228
1988-09, 30, -0.176873397741228
1988-10, 31, 0.760262449959536
1988-11, 30, -0.176873397741228
1988-12, 31, 0.760262449959536
1989-01, 31, 0.760262449959536
1989-02, 28, -2.05114509314275
1989-03, 31, 0.760262449959536
1989-04, 30, -0.176873397741228
1989-05, 31, 0.760262449959536
1989-06, 30, -0.176873397741228
1989-07, 28, -2.05114509314275
1989-08, 31, 0.760262449959536
1989-09, 30, -0.176873397741228
1989-10, 31, 0.760262449959536
1989-11, 30, -0.176873397741228
1989-12, 31, 0.760262449959536
1990-01, 31, 0.760262449959536
1990-02, 28, -2.05114509314275
1990-03, 31, 0.760262449959536
1990-04, 30, -0.176873397741228
1990-05, 31, 0.760262449959536
1990-06, 30, -0.176873397741228
1990-07, 30, -0.176873397741228
1990-08, 31, 0.760262449959536
1990-09, 30, -0.176873397741228
1990-10, 31, 0.760262449959536
1990-11, 30, -0.176873397741228
1990-12, 31, 0.760262449959536
1991-01, 30, -0.176873397741228
1991-02, 27, -2.98828094084352
1991-03, 31, 0.760262449959536
1991-04, 30, -0.176873397741228
1991-05, 31, 0.760262449959536
1991-06, 30, -0.176873397741228
1991-07, 30, -0.176873397741228
1991-08, 31, 0.760262449959536
1991-09, 30, -0.176873397741228
1991-10, 31, 0.760262449959536
1991-11, 30, -0.176873397741228
1991-12, 31, 0.760262449959536
1992-01, 31, 0.760262449959536
1992-02, 28, -2.05114509314275
1992-03, 31, 0.760262449959536
1992-04, 30, -0.176873397741228
1992-05, 31, 0.760262449959536
1992-06, 30, -0.176873397741228
1992-07, 31, 0.760262449959536
1992-08, 31, 0.760262449959536
1992-09, 30, -0.176873397741228
1992-10, 31, 0.760262449959536
1992-11, 30, -0.176873397741228
1992-12, 31, 0.760262449959536
1993-01, 31, 0.760262449959536
1993-02, 27, -2.98828094084352
1993-03, 31, 0.760262449959536
1993-04, 30, -0.176873397741228
1993-05, 31, 0.760262449959536
1993-06, 29, -1.11400924544199
1993-07, 31, 0.760262449959536
1993-08, 31, 0.760262449959536
1993-09, 30, -0.176873397741228
1993-10, 31, 0.760262449959536
1993-11, 30, -0.176873397741228
1993-12, 31, 0.760262449959536
1994-01, 31, 0.760262449959536
1994-02, 28, -2.05114509314275
1994-03, 31, 0.760262449959536
1994-04, 30, -0.176873397741228
1994-05, 31, 0.760262449959536
1994-06, 29, -1.11400924544199
1994-07, 30, -0.176873397741228
1994-08, 31, 0.760262449959536
1994-09, 30, -0.176873397741228
1994-10, 31, 0.760262449959536
1994-11, 30, -0.176873397741228
1994-12, 31, 0.760262449959536
1995-01, 31, 0.760262449959536
1995-02, 28, -2.05114509314275
1995-03, 31, 0.760262449959536
1995-04, 30, -0.176873397741228
1995-05, 31, 0.760262449959536
1995-06, 27, -2.98828094084352
1995-07, 28, -2.05114509314275
1995-08, 31, 0.760262449959536
1995-09, 30, -0.176873397741228
1995-10, 31, 0.760262449959536
1995-11, 29, -1.11400924544199
1995-12, 31, 0.760262449959536
1996-01, 31, 0.760262449959536
1996-02, 29, -1.11400924544199
1996-03, 31, 0.760262449959536
1996-04, 30, -0.176873397741228
1996-05, 31, 0.760262449959536
1996-06, 28, -2.05114509314275
1996-07, 31, 0.760262449959536
1996-08, 30, -0.176873397741228
1996-09, 29, -1.11400924544199
1996-10, -99.9, -99.9
1996-11, 30, -0.176873397741228
1996-12, 31, 0.760262449959536
1997-01, 31, 0.760262449959536
1997-02, 28, -2.05114509314275
1997-03, 31, 0.760262449959536
1997-04, 30, -0.176873397741228
1997-05, 31, 0.760262449959536
1997-06, 29, -1.11400924544199
1997-07, 31, 0.760262449959536
1997-08, 31, 0.760262449959536
1997-09, 30, -0.176873397741228
1997-10, 31, 0.760262449959536
1997-11, 30, -0.176873397741228
1997-12, 31, 0.760262449959536
1998-01, 31, 0.760262449959536
1998-02, 28, -2.05114509314275
1998-03, 31, 0.760262449959536
1998-04, 30, -0.176873397741228
1998-05, 31, 0.760262449959536
1998-06, 30, -0.176873397741228
1998-07, 31, 0.760262449959536
1998-08, 31, 0.760262449959536
1998-09, 30, -0.176873397741228
1998-10, 31, 0.760262449959536
1998-11, 30, -0.176873397741228
1998-12, 31, 0.760262449959536
1999-01, 31, 0.760262449959536
1999-02, 28, -2.05114509314275
1999-03, 31, 0.760262449959536
1999-04, 30, -0.176873397741228
1999-05, 31, 0.760262449959536
1999-06, 30, -0.176873397741228
1999-07, 31, 0.760262449959536
1999-08, 31, 0.760262449959536
1999-09, 30, -0.176873397741228
1999-10, 31, 0.760262449959536
1999-11, 30, -0.176873397741228
1999-12, 31, 0.760262449959536
2000-01, 31, 0.760262449959536
2000-02, 29, -1.11400924544199
2000-03, 31, 0.760262449959536
2000-04, 30, -0.176873397741228
2000-05, 31, 0.760262449959536
2000-06, 29, -1.11400924544199
2000-07, 31, 0.760262449959536
2000-08, 31, 0.760262449959536
2000-09, 30, -0.176873397741228
2000-10, 31, 0.760262449959536
2000-11, 30, -0.176873397741228
2000-12, 31, 0.760262449959536
2001-01, 31, 0.760262449959536
2001-02, 28, -2.05114509314275
2001-03, 31, 0.760262449959536
2001-04, 30, -0.176873397741228
2001-05, 31, 0.760262449959536
2001-06, 30, -0.176873397741228
2001-07, 31, 0.760262449959536
2001-08, 31, 0.760262449959536
2001-09, 30, -0.176873397741228
2001-10, 31, 0.760262449959536
2001-11, 30, -0.176873397741228
2001-12, 31, 0.760262449959536
2002-01, 31, 0.760262449959536
2002-02, 28, -2.05114509314275
2002-03, 31, 0.760262449959536
2002-04, 30, -0.176873397741228
2002-05, 31, 0.760262449959536
2002-06, 29, -1.11400924544199
2002-07, 31, 0.760262449959536
2002-08, 31, 0.760262449959536
2002-09, 30, -0.176873397741228
2002-10, 31, 0.760262449959536
2002-11, 30, -0.176873397741228
2002-12, 31, 0.760262449959536
2003-01, 31, 0.760262449959536
2003-02, 28, -2.05114509314275
2003-03, 31, 0.760262449959536
2003-04, 30, -0.176873397741228
